921,QPR,LOCAL,23,FANS
922,WestHam,LOCAL,23,FANS
923,Everton,LOCAL,19,FANS
924,Arsenal,LOCAL,14,FANS
925,Tottenham,LOCAL,14,FANS
926,Manchester City,LOCAL,13,FANS
927,Chelsea,LOCAL,13,FANS
928,Liverpool,LOCAL,11,FANS
929,Manchester Utd,LOCAL,9,FANS
930,Manchester Utd,EUC,5,HISTORY
931,Liverpool,EUC,11,HISTORY
932,Arsenal,EUC,2,HISTORY
933,Chelsea,EUC,5,HISTORY
934,Everton,EUC,1,HISTORY
935,Tottenham,EUC,3,HISTORY
936,Aston Villa,EUC,3,HISTORY
937,Manchester City,EUC,2,HISTORY
938,Newcastle Utd,EUC,2,HISTORY
939,Notts Forest,EUC,2,HISTORY
940,Leeds Utd,EUC,2,HISTORY
941,WestHam,EUC,2,HISTORY
942,Fulham,EUC,1,HISTORY
943,Southampton,YTH,10,PLAYERS
944,Manchester Utd,YTH,9,PLAYERS
945,WestHam,YTH,8,PLAYERS
946,Liverpool,YTH,7,PLAYERS
947,Arsenal,YTH,6,PLAYERS
948,Everton,YTH,5,PLAYERS
949,Manchester City,YTH,4,PLAYERS
950,Aston Villa,YTH,3,PLAYERS
951,Crystal Palace,YTH,2,PLAYERS
